# twinkleid,ra,dec,mag_norm,redshift,major_axis,minor_axis
24, 0, -0.31901340, 0.08788131, 22.99866390, 0.48000000, 0.28231779, 0.62752269
74, 0, -0.08283626, 0.07281931, 24.44027993, 0.66000000, 0.36536467, 0.83957585
289, 0, -0.04209550, -0.32290500, 20.68111882, 0.75000000, 1.72313821, 0.57781574
113, 0, -0.06713398, -0.27658080, 24.41576019, 0.69000000, 0.52861900, 0.37785708
128, 0, 0.37731310, 0.79688260, 17.90554787, 0.62000000, 2.34983019, 0.47348456
128, 0, 0.37731310, 0.79688260, 21.45667057, 0.62000000, 0.28277944, 0.80561786
74, 0, -0.08283626, 0.07281931, 24.70679943, 0.66000000, 0.32074950, 0.18920808
24, 0, -0.31901340, 0.08788131, 21.37329960, 0.48000000, 0.34333743, 0.41483279
31, 0, 0.19550530, -0.32611970, 21.86948013, 0.62000000, 0.47347226, 0.38139761
128, 0, 0.37731310, 0.79688260, 23.51935177, 0.62000000, 0.44600182, 0.83684703
74, 0, -0.08283626, 0.07281931, 21.55552763, 0.66000000, 0.60618084, 0.25030311
74, 0, -0.08283626, 0.07281931, 22.25289243, 0.66000000, 0.53656956, 0.13565221
31, 0, 0.19550530, -0.32611970, 22.95971303, 0.62000000, 0.28946889, 0.17176160
155, 0, -0.34385270, 0.44225950, 21.12667582, 0.86000000, 0.46560460, 0.39684156
31, 0, 0.19550530, -0.32611970, 24.54943273, 0.62000000, 0.57389645, 0.28768534
106, 0, 0.14665170, -0.14218830, 21.38806832, 0.55000000, 0.42958290, 0.64863437
31, 0, 0.19550530, -0.32611970, 21.66084863, 0.62000000, 1.05774146, 0.49302076
14, 0, -0.36152290, 0.27073940, 25.12598175, 1.33000000, 0.30656330, 0.04474866
128, 0, 0.37731310, 0.79688260, 21.05100607, 0.62000000, 0.94114549, 1.12892345
91, 0, 0.01522251, 0.13354000, 22.44060840, 0.61000000, 0.96501883, 0.24671989
126, 0, 0.41127170, -0.43715320, 21.19502097, 0.91000000, 1.03132470, 0.26507213
401, 0, -0.12605310, 0.05670582, 22.32080764, 1.57000000, 0.74431806, 0.58026999
55, 0, 0.71089440, -0.41952120, 20.95596378, 0.49000000, 0.48154772, 0.34291001
294, 0, 0.05433966, 0.38292590, 21.30549754, 1.31000000, 0.97361739, 0.20605468
122, 0, 0.07975704, -0.72888190, 23.81398719, 1.42000000, 0.11173732, 0.27770239
216, 0, -0.19120470, -0.26957800, 22.26042519, 1.49000000, 0.37230581, 0.20871220
305, 0, -0.14809360, -0.22495000, 22.16136567, 1.33000000, 0.98649946, 0.20673533
106, 0, 0.14665170, -0.14218830, 20.99440872, 0.55000000, 1.54676957, 0.37541151
91, 0, 0.01522251, 0.13354000, 21.99372810, 0.61000000, 0.18423334, 1.47099268
99, 0, 0.04286176, 0.07066121, 21.17626974, 1.18000000, 0.20789341, 0.17337298
155, 0, -0.34385270, 0.44225950, 23.90279512, 0.86000000, 0.16808029, 0.34419707
283, 0, -0.20471650, 0.43963720, 20.87004043, 1.04000000, 0.44489213, 0.44662623
462, 0, -0.19409330, 0.18284470, 22.85819572, 2.47000000, 0.49420050, 0.11767832
137, 0, 0.16263070, -0.02981127, 25.19116928, 1.63000000, 0.47683482, 0.42399162
155, 0, -0.34385270, 0.44225950, 22.50069742, 0.86000000, 0.48400365, 0.91312834
495, 0, 0.05304113, -0.06821052, 23.33666214, 3.26000000, 1.56931839, 0.21692089
304, 0, -0.22639280, 0.14139470, 21.56349957, 1.15000000, 0.92839179, 0.19100008
455, 0, -0.07850268, 0.11621980, 21.49161952, 1.92000000, 0.33350923, 0.53187511
204, 0, -0.34061310, -0.09385831, 21.97255367, 1.44000000, 0.41155398, 0.33159279
354, 0, 0.07111239, -0.14572290, 22.03625582, 1.84000000, 0.29289757, 0.29395071
176, 0, -0.18915770, 0.41206550, 22.07481953, 0.74000000, 0.43724083, 0.42017993
783, 0, -0.25632780, -0.03509276, 20.73285121, 2.06000000, 1.04605227, 0.73242941
78, 0, -0.56804200, -0.20732200, 25.36728961, 1.97000000, 0.18723669, 0.15719575
92, 0, -0.08551767, -0.20688140, 23.78006239, 1.18000000, 0.13677171, 0.22660454
154, 0, -0.21454610, 0.00356500, 22.14810308, 1.07000000, 1.15836864, 0.31850548
515, 0, 0.20156900, -0.14570250, 25.13647942, 1.44000000, 0.49555827, 0.79774547
74, 0, -0.08283626, 0.07281931, 22.23623173, 0.66000000, 0.14534801, 0.30859960
165, 0, 0.26759330, -0.41327320, 22.75823371, 1.34000000, 0.33315774, 0.69483240
401, 0, -0.12605310, 0.05670582, 21.17667504, 1.57000000, 0.68813825, 0.46482117
515, 0, 0.20156900, -0.14570250, 21.92298032, 1.44000000, 0.22066256, 1.22075705
78, 0, -0.56804200, -0.20732200, 25.67531501, 1.97000000, 0.36516352, 0.07864451
751, 0, 0.02652373, 0.04749943, 21.29490941, 2.41000000, 2.53585134, 0.21324534
128, 0, 0.37731310, 0.79688260, 22.12746597, 0.62000000, 0.14718325, 0.75449112
31, 0, 0.19550530, -0.32611970, 23.39706993, 0.62000000, 0.55411641, 0.04661136
27, 0, 0.25289540, 0.21180730, 24.73296376, 1.54000000, 0.15868658, 0.46078193
332, 0, -0.17812210, 0.05626990, 21.53381468, 1.57000000, 0.65547418, 0.24827806
14, 0, -0.36152290, 0.27073940, 25.55021235, 1.33000000, 0.11989717, 0.07149552
278, 0, -0.19976440, 0.34514750, 22.47389855, 1.59000000, 0.30799951, 0.55650430
77, 0, -0.20000390, 0.15097520, 20.58055955, 1.52000000, 0.64971774, 0.07301670
121, 0, 0.18653320, 0.06880361, 21.17521136, 3.73000000, 0.20311801, 0.14461788
348, 0, 0.25855870, 0.10887330, 22.86001067, 1.87000000, 0.65654105, 0.29488779
44, 0, 0.13603480, 0.15113610, 25.85951218, 0.80000000, 0.19605146, 0.24668500
78, 0, -0.56804200, -0.20732200, 24.52136711, 1.97000000, 0.33269694, 0.24123507
87, 0, -0.12299260, -0.33534140, 22.21772802, 0.82000000, 0.53664160, 0.60263378
673, 0, -0.13237150, 0.06826140, 20.83937872, 2.06000000, 0.61531297, 0.43531570
706, 0, -0.06513589, -0.00036856, 22.05569321, 2.71000000, 0.89639523, 0.30756568
74, 0, -0.08283626, 0.07281931, 21.05443283, 0.66000000, 0.33980987, 0.23542064
204, 0, -0.34061310, -0.09385831, 25.06690827, 1.44000000, 0.16235034, 0.32168954
176, 0, -0.18915770, 0.41206550, 22.13469123, 0.74000000, 1.36389211, 0.19726353
779, 0, -0.07108588, 0.08148620, 22.41378271, 2.62000000, 1.50406588, 0.30563722
309, 0, 0.26830570, 0.51849780, 22.10815215, 2.62000000, 0.76754381, 0.13682836
535, 0, -0.17312210, -0.11584150, 21.89616660, 1.51000000, 1.26464534, 0.40650699
328, 0, 0.05647699, -0.21799430, 24.58987955, 1.57000000, 1.04556008, 0.31087203
343, 0, -0.24435380, 0.02284829, 22.79498185, 1.97000000, 0.43726077, 1.16311839
671, 0, 0.15446600, 0.16037120, 20.20160454, 1.92000000, 0.38137189, 0.44088540
711, 0, -0.09160530, 0.18290810, 22.09676762, 2.35000000, 0.79069270, 0.28904957
230, 0, -0.37771280, 0.29530380, 22.87153005, 3.44000000, 0.70975546, 0.10675701
270, 0, -0.04480235, 0.36006240, 19.94808793, 2.26000000, 0.16032890, 0.45279160
180, 0, -0.18957660, -0.05705702, 24.97696445, 1.63000000, 0.12127462, 0.39172083
155, 0, -0.34385270, 0.44225950, 22.15833402, 0.86000000, 0.49481781, 0.33563500
145, 0, -0.01394513, -0.52547390, 23.92629169, 2.69000000, 0.67435559, 0.11205301
515, 0, 0.20156900, -0.14570250, 21.34927852, 1.44000000, 0.67689731, 0.43149349
620, 0, -0.13728380, 0.04249445, 21.58786766, 1.97000000, 1.10294388, 0.97600042
251, 0, 0.05592321, 0.12692900, 22.03093560, 2.04000000, 0.32295750, 0.26127852
611, 0, 0.08512983, 0.08075820, 20.98381122, 1.36000000, 1.78421459, 1.02983915
419, 0, 0.06957048, -0.21215180, 25.43383266, 1.19000000, 0.64291550, 0.12335718
229, 0, 0.14013670, 0.17005740, 22.48831945, 1.12000000, 0.41964047, 0.88505429
486, 0, 0.12517020, 0.16000940, 20.55104876, 2.00000000, 1.96528166, 0.46700139
73, 0, 0.19987960, 0.08565554, 23.06531426, 1.14000000, 0.52073851, 0.14280140
583, 0, -0.12055970, 0.06424251, 23.60484252, 1.99000000, 0.39940997, 0.34904346
233, 0, 0.04971383, 0.37171600, 22.32713113, 2.42000000, 0.12905602, 0.34144706
820, 0, -0.04097385, -0.02076710, 21.71189578, 2.60000000, 1.66168089, 0.08245487
669, 0, 0.13143780, 0.00623189, 22.55028103, 1.71000000, 1.65455356, 0.13481188
128, 0, 0.37731310, 0.79688260, 20.61908507, 0.62000000, 0.49620275, 0.31897475
16, 0, 0.07986777, 0.12321420, 29.09360305, 2.77000000, 0.09041907, 0.06975085
740, 0, -0.02351528, 0.07637408, 23.17460326, 4.13000000, 0.66617848, 0.29197708
495, 0, 0.05304113, -0.06821052, 23.06814944, 3.26000000, 0.40065453, 0.57788562
131, 0, 0.46603210, -0.18233810, 22.66208894, 1.75000000, 0.67611562, 0.23004811
336, 0, -0.23487030, -0.06883862, 23.82857754, 0.90000000, 1.63049844, 0.29265615
268, 0, -0.14314890, 0.14799020, 22.21703164, 1.06000000, 0.48621012, 0.48094385
169, 0, 0.33202980, -0.09294530, 22.19016107, 1.18000000, 0.95092899, 0.04760144
841, 0, -0.07333358, 0.17666940, 21.00501611, 2.98000000, 2.08392717, 1.20675368
400, 0, -0.29669410, -0.02272165, 24.50445507, 2.88000000, 0.29844797, 0.29804877
277, 0, -0.07443695, -0.14148220, 22.19362041, 1.55000000, 1.67358013, 0.42151701
740, 0, -0.02351528, 0.07637408, 20.30144576, 4.13000000, 0.10385589, 0.14218443
330, 0, 0.05509850, -0.12750900, 20.57663909, 1.25000000, 1.00947044, 0.36879510
30, 0, 0.01993577, -0.21363980, 21.86586851, 1.11000000, 0.23170639, 0.59556753
185, 0, 0.20445780, -0.09216608, 23.39451839, 1.76000000, 0.40896765, 0.22343203
3, 0, 0.32759110, -0.26989310, 28.96943422, 1.89000000, 0.04318269, 0.02715876
155, 0, -0.34385270, 0.44225950, 20.20309572, 0.86000000, 0.50281336, 0.49419378
174, 0, 0.02696912, 0.02883395, 22.59939889, 1.64000000, 0.28542412, 0.05262559
221, 0, 0.00054762, -0.20189370, 23.50546625, 1.69000000, 0.51769462, 0.19609043
187, 0, 0.13782200, -0.26500920, 19.46579863, 2.26000000, 1.14547688, 0.21879255
0, 0, -0.48952630, 0.23893000, 28.31764766, 1.19000000, 0.12773579, 0.20884868
99, 0, 0.04286176, 0.07066121, 25.42945884, 1.18000000, 0.46524436, 0.13564625
426, 0, -0.03412024, 0.40423520, 22.42344397, 3.26000000, 0.69603972, 0.14733038
671, 0, 0.15446600, 0.16037120, 20.20160454, 1.92000000, 0.86602925, 0.96541497
339, 0, -0.19060340, 0.02413771, 22.88028156, 2.20000000, 0.39085941, 0.39818284
297, 0, -0.13712340, -0.03779409, 25.62133898, 1.03000000, 0.42999275, 0.43132099
283, 0, -0.20471650, 0.43963720, 20.74589303, 1.04000000, 1.35367256, 0.81621714
87, 0, -0.12299260, -0.33534140, 21.86109582, 0.82000000, 0.46925825, 0.11173911
